Incident ID,Incident Date,Incident Month,Incident Year,State,City Or County,Direction,COORDINATES,Latitude and Longitude,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS,State_abbrev,Population per State,Shootings Per State,Shootings per 100k Citizens
1582816,2019-12-29T00:00:00Z,12,2019,ILLINOIS,DANVILLE,"Danville, Illinois, USA","[{""place_id"":322938502,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126230,""lat"":""40.125222"",""lon"":""-87.6304614"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5414557164863039,""addresstype"":""town"",""name"":""Danville"",""display_name"":""Danville, Vermilion County, Illinois, United States"",""boundingbox"":[""40.1034964"",""40.2044976"",""-87.6652246"",""-87.5316960""]}]","40.125222,-87.6304614",1803 block of Westview Ave,0,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
2054132,2021-07-04T00:00:00Z,7,2021,ILLINOIS,PEORIA,"Peoria, Illinois, USA","[{""place_id"":327496766,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126009,""lat"":""40.6938609"",""lon"":""-89.5891008"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5598886559156514,""addresstype"":""city"",""name"":""Peoria"",""display_name"":""Peoria, Peoria County, Illinois, United States"",""boundingbox"":[""40.6519380"",""40.8441245"",""-89.6988676"",""-89.5464940""]},{""place_id"":325979308,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1800725,""lat"":""40.8021278"",""lon"":""-89.7713762"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5349687385306502,""addresstype"":""county"",""name"":""Peoria County"",""display_name"":""Peoria County, Illinois, United States"",""boundingbox"":[""40.5136443"",""40.9750047"",""-89.9890166"",""-89.4474126""]}]","40.6938609,-89.5891008",600 block of Haungs Ave,1,3,0,0,1,17000,IL,12812508,303,2.3648765721746283
1686685,2020-05-23T00:00:00Z,5,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",3911 W Grenshaw St,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
2104181,2021-08-30T00:00:00Z,8,2021,ILLINOIS,NORMAL,"Normal, Illinois, USA","[{""place_id"":324407249,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126777,""lat"":""40.5092961"",""lon"":""-88.9843937"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5585953294465604,""addresstype"":""town"",""name"":""Normal"",""display_name"":""Normal, McLean County, Illinois, United States"",""boundingbox"":[""40.4938330"",""40.5617532"",""-89.0604540"",""-88.9028751""]}]","40.5092961,-88.9843937",2000 block of Lambert Dr,2,3,1,0,0,17000,IL,12812508,303,2.3648765721746283
1725883,2020-07-05T00:00:00Z,7,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",3700 block of W Jackson Blvd,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
1853615,2020-11-16T00:00:00Z,11,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",700 block of S Pulaski Rd,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2107476,2021-09-04T00:00:00Z,9,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1400 block of S Tripp Ave,0,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
1725145,2020-07-05T00:00:00Z,7,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1500 block of S Millard Ave,1,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
1679086,2020-05-13T00:00:00Z,5,2020,ILLINOIS,ROCKFORD,"Rockford, Illinois, USA","[{""place_id"":323886774,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127020,""lat"":""42.2713945"",""lon"":""-89.093966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5471515441527466,""addresstype"":""city"",""name"":""Rockford"",""display_name"":""Rockford, Rockford Township, Winnebago County, Illinois, United States"",""boundingbox"":[""42.1432458"",""42.3386478"",""-89.1952803"",""-88.9408682""]}]","42.2713945,-89.093966",2914 W State St,1,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2348384,2022-07-04T00:00:00Z,7,2022,ILLINOIS,HIGHLAND PARK,"Highland Park, Illinois, USA",,,Central Ave and 2nd St,7,30,0,0,1,17000,IL,12812508,303,2.3648765721746283
2762712,2023-11-23T00:00:00Z,11,2023,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",2000 block of W Monroe St,0,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
1683653,2020-05-19T00:00:00Z,5,2020,ILLINOIS,DECATUR,"Decatur, Illinois, USA",,,300 block of West Leafland Ave,0,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
2111858,2021-09-09T00:00:00Z,9,2021,ILLINOIS,EAST SAINT LOUIS,"East Saint Louis, Illinois, USA","[{""place_id"":294517614,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122950,""lat"":""38.6268666"",""lon"":""-90.159707"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5428247188955891,""addresstype"":""city"",""name"":""East St. Louis"",""display_name"":""East St. Louis, Saint Clair County, Illinois, United States"",""boundingbox"":[""38.5784900"",""38.6428197"",""-90.1878253"",""-90.0417390""]}]","38.6268666,-90.159707",510 Martin Luther King Dr,0,7,0,0,3,17000,IL,12812508,303,2.3648765721746283
2113841,2021-09-11T00:00:00Z,9,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",300 block of E Kensington Ave,2,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2627254,2023-06-17T00:00:00Z,6,2023,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1900 block of N Stockton Dr,0,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
1767747,2020-08-18T00:00:00Z,8,2020,ILLINOIS,ROCKFORD,"Rockford, Illinois, USA","[{""place_id"":323886774,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127020,""lat"":""42.2713945"",""lon"":""-89.093966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5471515441527466,""addresstype"":""city"",""name"":""Rockford"",""display_name"":""Rockford, Rockford Township, Winnebago County, Illinois, United States"",""boundingbox"":[""42.1432458"",""42.3386478"",""-89.1952803"",""-88.9408682""]}]","42.2713945,-89.093966",3001 Harney Ct,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2113623,2021-09-11T00:00:00Z,9,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",900 block of E 79th St,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
1726034,2020-07-05T00:00:00Z,7,2020,ILLINOIS,FREEPORT,"Freeport, Illinois, USA",,,900 block of S Carroll Ave,1,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
2122103,2021-09-12T00:00:00Z,9,2021,ILLINOIS,BLUE ISLAND,"Blue Island, Illinois, USA","[{""place_id"":323980929,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":123134,""lat"":""41.6573014"",""lon"":""-87.679871"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4485993658572312,""addresstype"":""city"",""name"":""Blue Island"",""display_name"":""Blue Island, Calumet Township, Cook County, Illinois, 60406, United States"",""boundingbox"":[""41.6332838"",""41.6774209"",""-87.7094759"",""-87.6502935""]}]","41.6573014,-87.679871",12200 block of S Irving Ave,2,2,0,0,0,17000,IL,12812508,303,2.3648765721746283
1769489,2020-08-19T00:00:00Z,8,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",8500 block of S Parnell Ave,0,6,0,0,0,17000,IL,12812508,303,2.3648765721746283
2177300,2021-11-28T00:00:00Z,11,2021,ILLINOIS,EVANSTON,"Evanston, Illinois, USA","[{""place_id"":325223471,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":123419,""lat"":""42.0470043"",""lon"":""-87.6846053"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6106452418082337,""addresstype"":""city"",""name"":""Evanston"",""display_name"":""Evanston, Evanston Township, Cook County, Illinois, United States"",""boundingbox"":[""42.0191465"",""42.0717698"",""-87.7324560"",""-87.6650214""]}]","42.0470043,-87.6846053",1950 Green Bay Rd,1,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
1686615,2020-05-23T00:00:00Z,5,2020,ILLINOIS,ROCK ISLAND,"Rock Island, Illinois, USA",,,800 14 1/2 St,1,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
1772764,2020-08-22T00:00:00Z,8,2020,ILLINOIS,ROCKFORD,"Rockford, Illinois, USA","[{""place_id"":323886774,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127020,""lat"":""42.2713945"",""lon"":""-89.093966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5471515441527466,""addresstype"":""city"",""name"":""Rockford"",""display_name"":""Rockford, Rockford Township, Winnebago County, Illinois, United States"",""boundingbox"":[""42.1432458"",""42.3386478"",""-89.1952803"",""-88.9408682""]}]","42.2713945,-89.093966",1300 block of 10th St,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
1839065,2020-10-30T00:00:00Z,10,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",11613 S Vincennes Ave,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
2119101,2021-09-18T00:00:00Z,9,2021,ILLINOIS,DANVILLE,"Danville, Illinois, USA","[{""place_id"":322938502,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126230,""lat"":""40.125222"",""lon"":""-87.6304614"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5414557164863039,""addresstype"":""town"",""name"":""Danville"",""display_name"":""Danville, Vermilion County, Illinois, United States"",""boundingbox"":[""40.1034964"",""40.2044976"",""-87.6652246"",""-87.5316960""]}]","40.125222,-87.6304614",3164 E Main St,2,2,0,0,2,17000,IL,12812508,303,2.3648765721746283
1970378,2021-04-05T00:00:00Z,4,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",6800 block of S Justine Ave,0,7,0,0,0,17000,IL,12812508,303,2.3648765721746283
1598447,2020-01-16T00:00:00Z,1,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",234 N Pulaski Rd,0,5,0,0,1,17000,IL,12812508,303,2.3648765721746283
2414080,2022-09-13T00:00:00Z,9,2022,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",5531 S King Dr,2,7,0,0,0,17000,IL,12812508,303,2.3648765721746283
2621640,2023-06-10T00:00:00Z,6,2023,ILLINOIS,OAK PARK,"Oak Park, Illinois, USA",,,900 block of Madison St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2085388,2021-08-08T00:00:00Z,8,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1800 block of W 87th St,1,5,0,1,1,17000,IL,12812508,303,2.3648765721746283
1881213,2020-12-19T00:00:00Z,12,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",8936 S Cottage Grove Ave,0,6,0,0,0,17000,IL,12812508,303,2.3648765721746283
1639413,2020-03-13T00:00:00Z,3,2020,ILLINOIS,ROCKFORD,"Rockford, Illinois, USA","[{""place_id"":323886774,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127020,""lat"":""42.2713945"",""lon"":""-89.093966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5471515441527466,""addresstype"":""city"",""name"":""Rockford"",""display_name"":""Rockford, Rockford Township, Winnebago County, Illinois, United States"",""boundingbox"":[""42.1432458"",""42.3386478"",""-89.1952803"",""-88.9408682""]}]","42.2713945,-89.093966",4104 Auburn St,0,4,0,0,1,17000,IL,12812508,303,2.3648765721746283
1727567,2020-07-06T00:00:00Z,7,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1305 W 76th St,0,6,0,0,0,17000,IL,12812508,303,2.3648765721746283
2622140,2023-06-11T00:00:00Z,6,2023,ILLINOIS,CHAMPAIGN,"Champaign, Illinois, USA",,,1000 block of N 6th St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2091489,2021-08-15T00:00:00Z,8,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1300 block of E 75th St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
1725098,2020-07-04T00:00:00Z,7,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",8300 block of S Kingston Ave,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
1869748,2020-12-04T00:00:00Z,12,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",4400 block of W Adams St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2654137,2023-07-16T00:00:00Z,7,2023,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",4000 block of W Washington Blvd,1,4,0,0,3,17000,IL,12812508,303,2.3648765721746283
2095116,2021-08-19T00:00:00Z,8,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",300 block of E 47th St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
2097063,2021-08-21T00:00:00Z,8,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",1600 block of E 87th Pl,1,5,0,0,0,17000,IL,12812508,303,2.3648765721746283
2096687,2021-08-21T00:00:00Z,8,2021,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",3500 block of W Walnut St,0,4,0,0,0,17000,IL,12812508,303,2.3648765721746283
1654341,2020-04-07T00:00:00Z,4,2020,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",86th Street and Damen Avenue,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
2612882,2023-05-30T00:00:00Z,5,2023,ILLINOIS,CHICAGO,"Chicago, Illinois, USA","[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]","41.8755616,-87.6244212",7059 S Halsted St,1,3,0,0,0,17000,IL,12812508,303,2.3648765721746283
